Node# CityName Population Elevation
1447 WestDomenicfort 4585181 2024.0
1448 NorthAishahaven 22986817 3892.0
1449 Mertzton 43900681 3827.0
1450 Kuvalisburgh 21487396 1900.0
1451 Ziemannmouth 32859417 2834.0
1452 NewShawnafort 34994296 2006.0
1453 Vonfurt 16851590 1034.0
1454 SouthBrendan 45150975 1773.0
1455 Lennieton 17067962 3798.0
1456 LakeNakiafort 8895593 1572.0
1457 NewBenedictmouth 41070845 2035.0
1458 Lessieside 44447567 1959.0
1459 Alfredtown 4964647 1649.0
1460 NorthCarley 44916018 1195.0
1461 PortHarveyhaven 45128295 3570.0
1462 Gwendolynmouth 26242285 2048.0
1463 SouthKyler 26756311 1103.0
1464 WestKenneth 24241707 2695.0
1465 Vivachester 24107343 905.0
1466 Effieview 48142086 3056.0
1467 PortGladysbury 8893888 1542.0
1468 PortJordihaven 39159426 359.0
1469 Goldnerburgh 29284563 2089.0
1470 Champlintown 38396305 846.0
1471 PortIsac 15882543 2948.0
1472 Alethaberg 4077554 2618.0
1473 LakeKaylee 49420698 655.0
1474 Lucienneborough 1036529 614.0
1475 NorthAlexandrofort 28404405 343.0
1476 EastChase 20633039 3410.0
1477 LakePariston 30141434 3510.0
1478 Ryannville 44096526 1880.0
1479 Eliezermouth 27957339 3423.0
1480 PortGennaro 264907 3409.0
1481 SouthAishaberg 3476597 310.0
1482 Mohrmouth 1315591 3465.0
1483 SouthColechester 31772704 2578.0
1484 Rodrigomouth 3476261 3191.0
1485 NewMarcelina 18893052 3348.0
1486 LakeCary 10541312 589.0
1487 Rexberg 28999463 1201.0
1488 EastMelyssa 42031469 2615.0
1489 Christophershire 13923481 3362.0
1490 Arliemouth 7665442 2555.0
1491 Troyton 2296285 2967.0
1492 Ritchiemouth 9995982 803.0
1493 Bartellland 27218819 824.0
1494 SouthGaylemouth 37756633 584.0
1495 Sheilaberg 6435772 847.0
1496 Constantinhaven 36475076 675.0
1497 Baileyland 25987960 415.0
1498 SouthFloville 22847841 1656.0
1499 WestSallyfort 26926607 559.0
1500 PortRaheem 36744401 2396.0
1501 NewSharon 48431665 2387.0
1502 NorthSigmundfort 5091634 769.0
1503 Ednaport 26829207 104.0
1504 Champlinshire 35351993 2674.0
1505 Gailshire 22844023 2903.0
1506 Bernhardtown 20899822 2878.0
1507 NewJanetburgh 23950876 1304.0
1508 PortBernie 46011032 3766.0
1509 Catalinaton 20585636 1168.0
1510 SouthRory 3756588 2003.0
1511 SouthDakota 327616 2718.0
1512 Careymouth 40506672 1696.0
1513 Justenton 44167184 852.0
1514 Shanebury 16788453 1434.0
1515 Bahringermouth 27462655 2172.0
1516 EastGeoffreystad 43493882 3242.0
1517 Carsonmouth 45899449 1010.0
1518 Altenwerthmouth 32025089 1219.0
1519 WestMarlen 37161089 149.0
1520 Koelpinton 33345625 2448.0
1521 LakeBoyd 20825482 3484.0
1522 Mayertstad 42857585 1809.0
1523 Oranhaven 37797423 26.0
1524 Kautzerberg 25290993 2016.0
1525 Macejkovicfort 34577129 1172.0
1526 Lavernechester 42117148 1581.0
1527 McCulloughshire 45704624 3272.0
1528 Sawaynville 35275203 2245.0
1529 PortClinton 8792558 3262.0
1530 SouthFrancesco 18133350 410.0
1531 EastEvalyn 40022883 3360.0
1532 Alexandreaberg 9499854 3891.0
1533 Nicolasmouth 32546797 39.0
1534 SouthOtha 35937791 933.0
1535 EastAdolphburgh 40609112 3432.0
1536 LakeConstanceview 33453768 3577.0
1537 NorthEstefaniafurt 28538648 579.0
1538 Gloverburgh 31492104 2043.0
1539 NorthRene 8512274 1078.0
1540 Schuppeburgh 21313753 3824.0
1541 EastCliffordmouth 38763398 2931.0
1542 SouthDock 16779858 1017.0
1543 LakeKamronstad 14482854 3221.0
1544 WestIdella 34092696 1839.0
1545 NorthBobbie 12958176 -61.0
1546 PortAmiyaview 2476937 3643.0
1547 NewRaquel 47297796 3011.0
1548 NorthEsteban 46430956 2623.0
1549 EastReganfort 8479461 -9.0
1550 Keeblerport 39846032 508.0
1551 Leolaborough 8542366 1339.0
1552 NorthTheronchester 45556206 3833.0
1553 Hamillville 20786475 3157.0
1554 Blandaland 44335657 220.0
1555 Kierachester 37964063 2210.0
1556 NewEmiliano 13057154 2642.0
1557 EastManley 12247776 2841.0
1558 LakeAidanmouth 2249571 1430.0
1559 NewMalcolm 30237880 3251.0
1560 NewMarisolville 36699518 1758.0
1561 Davinton 27021437 672.0
1562 Elisabethfurt 30257721 1048.0
1563 EastKamron 8071163 3648.0
1564 Flavioburgh 11259293 245.0
1565 Caesarbury 34392059 847.0
1566 Sammiefurt 47933704 949.0
1567 NewMabelleshire 14860606 2639.0
1568 LakeSofia 40326563 1817.0
1569 Rogahnberg 39280932 1727.0
1570 Bruenville 8813581 437.0
1571 WestRodrigoview 5425535 1729.0
1572 NewJustusberg 37941723 654.0
1573 Oberbrunnertown 49026648 3349.0
1574 Orrinshire 33954000 221.0
1575 LakeGiovani 42582529 1773.0
1576 Smithchester 49606984 1650.0
1577 Torpfort 8912718 575.0
1578 SouthLonnie 33728514 2396.0
1579 LakeCarrieville 26874145 3426.0
1580 Kunzestad 42288162 -34.0
1581 Lemuelberg 40225591 3480.0
1582 NorthTrisha 42606366 2646.0
1583 Kreigertown 3625081 2870.0
1584 LakeOdieborough 38694329 3561.0
1585 Marquisland 23274079 3180.0
1586 WestAnthony 1562081 1407.0
1587 EastSelmer 913091 1538.0
1588 NewLisette 44059245 838.0
1589 WestCarolinetown 10244706 210.0
1590 Kihnberg 15255128 1410.0
1591 NewDiana 23912146 3376.0
1592 SouthFranco 192417 1568.0
1593 NewAnnamouth 17928435 3212.0
1594 Runolfssonfort 19331587 1774.0
1595 LakeOtischester 43609091 147.0
1596 Buckridgetown 25161831 709.0
1597 Reingerbury 21155616 1517.0
1598 O'Connerburgh 8733150 2439.0
1599 Lillianport 5959809 253.0
1600 NorthConstantin 14932198 1803.0
1601 SouthLonzohaven 18951031 525.0
1602 NewNatasha 8336150 2141.0
1603 LakeSigridborough 37580202 1976.0
1604 Loganburgh 10703244 3925.0
1605 WestJonathon 12588298 1239.0
1606 WestDaphney 17448725 2263.0
1607 SouthDylanburgh 45094535 2112.0
1608 Myrtisbury 5300595 1392.0
1609 NorthPalma 1073535 1335.0
1610 NorthJammiemouth 21167724 2843.0
1611 EastEveberg 3940764 2663.0
1612 Walkershire 18570652 1097.0
1613 Tierraville 5138849 2158.0
1614 Kuhlmanview 31206959 1934.0
1615 LakeBrycenchester 3921290 2638.0
1616 WestTravischester 3812816 2026.0
1617 NorthWayne 29337188 916.0
1618 Kutchbury 6011662 543.0
1619 Moenmouth 22334131 382.0
1620 Parkerberg 1750862 1314.0
1621 WestCeciltown 30832008 3278.0
1622 EastJettburgh 17893576 -72.0
1623 NewJayde 8663765 2158.0
1624 Deshawnmouth 18033143 698.0
1625 WestGarrisonton 35504364 540.0
1626 EastLuna 20971160 1443.0
1627 Millsbury 14760649 3732.0
1628 NorthHettie 16822621 2585.0
1629 NewGavin 2667818 2123.0
1630 PortDarien 48402405 2503.0
1631 Joliefort 9012708 468.0
1632 LakeKayliebury 23503990 670.0
1633 Karineland 14224203 1809.0
1634 Jesusfort 264586 1361.0
1635 Raushire 20335669 1639.0
1636 Mohrfort 5241767 354.0
1637 Frankhaven 31885731 3906.0
1638 EastJosh 5364886 3269.0
1639 Kutchshire 11733267 3445.0
1640 SouthHalle 19550599 3534.0
1641 Miguelmouth 34280519 830.0
1642 SouthFernando 28708835 1280.0
1643 NewRoyalmouth 26075694 496.0
1644 Wiegandtown 41684423 1287.0
1645 Buckridgestad 11469159 3229.0
1646 SouthMartine 20431067 2853.0
1647 SouthMaynardchester 26497697 1382.0
1648 LakeAmyborough 41254498 1201.0
1649 NewBennieview 44173842 988.0
1650 WestHeath 18804529 1374.0
1651 Paucekborough 35129028 148.0
1652 SouthManuela 6531588 446.0
1653 WestErica 11220741 -39.0
1654 Ilianamouth 30977922 2138.0
1655 Garrethaven 18617118 2913.0
1656 Goldnerchester 15332664 3090.0
1657 Powlowskiport 24317453 1907.0
1658 Myrtieton 47297631 3298.0
1659 NorthQuinn 40017239 1224.0
1660 Hayesville 29963081 1800.0
1661 WestDejahmouth 47735909 1004.0
1662 WestCarolina 34644226 3896.0
1663 SouthBarbarafort 40682272 3769.0
1664 Schowalterberg 23347300 1529.0
1665 Gibsonton 9592581 1629.0
1666 Connellyview 18963073 2604.0
1667 EastRogers 37070215 1346.0
1668 Tamaramouth 12393547 3292.0
1669 Olatown 20488998 3809.0
1670 PortPietro 17007127 1708.0
1671 PortIsaiton 20363293 1846.0
1672 Domenicabury 24314239 430.0
1673 PortAshtynfort 43899341 2018.0
1674 Watersmouth 45413455 1664.0
1675 NewJed 9351834 1860.0
1676 SouthJacinthe 8745988 -72.0
1677 Langtown 46827393 999.0
1678 EastJazmyn 23693538 1715.0
1679 Wilfridfort 7933683 2363.0
1680 EastJoshua 47187358 367.0
1681 Stephanyburgh 35636786 711.0
1682 Wardbury 42567113 1557.0
1683 Coleside 19001347 3594.0
1684 Rohanbury 43682060 1439.0
1685 NorthAmandahaven 16208599 897.0
1686 EastLucy 6130953 1727.0
1687 EastColbyton 5170127 92.0
1688 PortGage 21001450 3083.0
1689 PortJonatan 45494259 1244.0
1690 Destinychester 45820495 1142.0
1691 Abagailmouth 15072740 1057.0
1692 WestMagdalenaborough 43551860 398.0
1693 Krystelhaven 42982954 3973.0
1694 EastNikolasfort 659035 2936.0
1695 Mozellview 19627910 1625.0
1696 WestIlamouth 19461073 1301.0
1697 Albinaberg 39296781 3419.0
1698 Dickinsonland 17039966 682.0
1699 Kallieton 2741268 2336.0
1700 Torpview 8655869 1221.0
1701 Ernserbury 45957958 1721.0
1702 NorthTrishaberg 42515595 3353.0
1703 O'Connellborough 34809346 3849.0
1704 Lambertberg 34673330 588.0
1705 Huelberg 7304638 1089.0
1706 Gerholdport 36640680 2089.0
1707 WestJackeline 47715802 1376.0
1708 PortDarlene 10189541 3438.0
1709 Heaneyview 32513881 2478.0
1710 Jadeborough 8706276 1340.0
1711 Alekborough 41965072 942.0
1712 Balistrerifort 49794285 1117.0
1713 LakeNashview 7291957 3306.0
1714 Kleinborough 17030948 3.0
1715 Domenichaven 15732287 2032.0
1716 Ryantown 38815204 571.0
1717 EastMia 21951643 1816.0
1718 EastMartinastad 19212728 1870.0
1719 Baumbachfort 10000478 146.0
1720 NorthAnsley 8770666 1384.0
1721 NorthNat 15018534 3304.0
1722 LakeDoyle 42035071 2179.0
1723 Dibbertberg 38844070 2130.0
1724 EastJazminberg 49823533 -51.0
1725 Mohammadport 17759231 1735.0
1726 NorthMaximilianburgh 25510836 593.0
1727 NewZoey 36811715 2093.0
1728 Aldastad 36220863 1408.0
1729 SouthJackeline 22479799 2267.0
1730 EastLoramouth 39279585 2675.0
1731 PortHayleebury 49920802 891.0
1732 EastGraciela 38674808 1316.0
1733 Myleneberg 37456317 3680.0
1734 O'Reillymouth 4330491 1975.0
1735 SouthCaesarside 24809007 64.0
1736 Evelynhaven 11196397 3185.0
1737 SouthAllanchester 21000202 3470.0
1738 Noemibury 43714107 3903.0
1739 WestSigrid 22376502 760.0
1740 Fayside 19668068 3153.0
1741 EastNettiemouth 36670566 3588.0
1742 Julianabury 35468946 1119.0
1743 EastOfelia 13445684 410.0
1744 Yostberg 12004598 97.0
1745 LakeCaryhaven 32876373 2553.0
1746 Vandervortland 32503262 3224.0
1747 Homenickfurt 26218291 663.0
1748 WestRomaine 25791316 3628.0
1749 EastErik 11951902 1361.0
1750 Armandofort 16183827 1600.0
1751 PortNeoma 20801967 2604.0
1752 LakeDarylberg 41820290 2541.0
1753 EastGreta 33772948 486.0
1754 Rennerhaven 31310880 2513.0
1755 PortDereck 15121720 800.0
1756 Vandervortborough 19363128 1458.0
1757 Coltonville 46768565 1467.0
1758 SouthWinston 34682255 1183.0
1759 Gracieport 319988 3289.0
1760 NorthMelyssa 18597018 866.0
1761 Samtown 49171449 1223.0
1762 Sanfordport 43238513 3611.0
1763 EastPearlieview 21144758 3052.0
1764 Ezekielburgh 27733134 3328.0
1765 WestPrecious 27173191 3973.0
1766 EastMyrl 38855140 1156.0
1767 NewJonbury 40758321 321.0
1768 PortSamir 42597087 147.0
1769 Toniburgh 7545474 3013.0
1770 Oberbrunnerport 15457226 2358.0
1771 Damianshire 34633910 3723.0
1772 LakeElroyview 38166459 1993.0
1773 SouthDorthatown 13197309 2374.0
1774 NorthMarcmouth 4493195 474.0
1775 NorthDeshawn 27296550 566.0
1776 Emmerichchester 49209007 2916.0
1777 LakeVito 28934598 -62.0
1778 Larsonchester 43400383 3594.0
1779 Berthachester 31484030 789.0
1780 NorthTabithaton 5773376 1079.0
1781 Jocelynborough 8295883 1121.0
1782 Daishatown 47944482 481.0
1783 NewBrianfort 3678226 2698.0
1784 SouthVernice 47436244 3859.0
1785 Penelopeview 31554409 3254.0
1786 PortBreanahaven 21660090 -55.0
1787 Keelymouth 22286728 3747.0
1788 Ottilieland 2345867 2871.0
1789 Eliseshire 4840531 984.0
1790 Kautzerbury 42126142 46.0
1791 PortJuliet 16637147 2612.0
1792 NorthBette 37912084 3227.0
1793 Juneburgh 39396279 1485.0
1794 Kaleyview 14298231 1082.0
1795 Shanaburgh 37026200 -93.0
1796 Maxmouth 10102172 1256.0
1797 SouthLilahaven 7949829 913.0
1798 Ondrickaton 23141790 1618.0
1799 Boyerton 42690661 583.0
1800 SouthBraulio 22905459 3489.0
1801 Jenkinsport 22402832 237.0
1802 Rauberg 38741980 1258.0
1803 Wolfstad 17489861 413.0
1804 SouthCarroll 31086436 461.0
1805 Torreyhaven 37902718 3100.0
1806 Doyleport 13895780 1331.0
1807 Littelfurt 13415253 1977.0
1808 Nicolaburgh 13060716 2047.0
1809 WestRoymouth 43720820 884.0
1810 PortGreggview 19876607 1753.0
1811 NewOraport 41134215 934.0
1812 LakeAdaline 30675579 442.0
1813 LakeKay 15308491 3958.0
1814 NewThomas 37657456 2237.0
1815 Sterlingfurt 3409773 2734.0
1816 EastKaley 22196573 549.0
1817 Chasityview 16096628 1260.0
1818 NorthJordi 8492595 3653.0
1819 PortChesley 41406554 2954.0
1820 PortDamionfort 48509228 1541.0
1821 NorthMillerborough 29643025 68.0
1822 NorthSonny 47775349 3538.0
1823 SouthBrian 1125951 1120.0
1824 PortHalie 17273581 2314.0
1825 Shainaborough 39035786 393.0
1826 NorthMonroeport 48136042 1058.0
1827 EastDean 5030114 3944.0
1828 Mikelland 22500678 528.0
1829 Randybury 26588446 1880.0
1830 SouthDamionstad 43333630 1804.0
1831 Camilaberg 15946883 3515.0
1832 Jedediahport 43850407 3703.0
1833 Lynchchester 38023654 864.0
1834 SouthVirginieside 17512970 689.0
1835 NewAlexane 46511836 3031.0
1836 Moenberg 18992080 834.0
1837 NorthErnie 17118678 1226.0
1838 NewAnderson 37547364 415.0
1839 Shayleeshire 45537599 2166.0
1840 Kadinland 15227813 2195.0
1841 NewLurline 49732954 1737.0
1842 Framiville 2573477 1838.0
1843 Destineemouth 48296622 1025.0
1844 Batzside 1689361 1082.0
1845 PortRettamouth 27603573 2855.0
1846 Demarcusport 49160745 3992.0
1847 SouthYasminefort 11685351 2283.0
1848 EastArne 9483148 1340.0
1849 PortBessie 10933122 2542.0
1850 Greenfelderton 8462206 3995.0
1851 EastDion 28306294 1432.0
1852 Petramouth 40380087 1329.0
1853 WestZita 23685038 2505.0
1854 Amirland 5439938 2536.0
1855 Littletown 31130291 3556.0
1856 WestLucasmouth 34854518 2871.0
1857 LakeAndrechester 38486576 1028.0
1858 SouthBenton 48971939 3010.0
1859 LakeNoelia 4476074 1116.0
1860 EastVincenzoton 32707403 612.0
1861 SouthTaureanhaven 10874879 1430.0
1862 WestOleta 17560919 2708.0
1863 Darrellbury 2308347 3035.0
1864 WestTrisha 27273905 350.0
1865 PortBurleymouth 42462140 3537.0
1866 NewThora 26397989 3364.0
1867 Daughertyhaven 49638259 430.0
1868 Shakiratown 29287751 251.0
1869 Briatown 26003427 1138.0
1870 LakeJuniusland 38263740 2659.0
1871 Prosaccoville 37660569 2302.0
1872 Bayermouth 36541098 2142.0
1873 NorthMortimershire 2592640 3169.0
1874 Francescofurt 15968293 241.0
1875 WestColeman 32470100 1591.0
1876 Edenbury 43160442 2727.0
1877 NewMegane 27531263 118.0
1878 NewJonathanmouth 47225583 2387.0
1879 PortClotilde 37398805 1535.0
1880 Blazemouth 24626809 1557.0
1881 Devontefort 48746664 2581.0
1882 EastShayne 48300741 1234.0
1883 Zemlakside 46231771 2710.0
1884 Kossview 29462927 630.0
1885 Brekkemouth 12372702 1094.0
1886 SouthEmilyborough 37655558 443.0
1887 PortRahsaan 24614782 929.0
1888 Spencerville 903146 3911.0
1889 Donnabury 29048939 2927.0
1890 Daisybury 42658304 2278.0
1891 Joanneshire 18937427 482.0
1892 Chethaven 45431515 2977.0
1893 NewChasity 36104902 1701.0
1894 PortAmber 4747245 1868.0
1895 Granvilleburgh 5115748 2562.0
1896 Champlinbury 45654731 3443.0
1897 Christianaview 2581110 3911.0
1898 Bahringerfort 15388652 1212.0
1899 Runteview 21419190 2344.0
1900 LakeIsac 3475926 1977.0
1901 Veronatown 32187372 -7.0
1902 PortHolly 6232130 661.0
1903 LakeOnie 41742190 -89.0
1904 Priscillaview 43693917 2178.0
1905 Isabellhaven 3356164 3094.0
1906 NorthCletus 13313667 2926.0
1907 Wardstad 36900197 2068.0
1908 SouthRodolfo 6536253 2833.0
1909 LakeRachael 48450344 624.0
1910 Millsfort 1330270 84.0
1911 LakeDelphine 8243667 1031.0
1912 EastMarisolburgh 22317943 2272.0
1913 Marilieshire 33151231 1148.0
1914 PortSethshire 38002991 1614.0
1915 Kyleport 25824785 1816.0
1916 PortKaylin 9483146 1972.0
1917 NorthMargarettaview 242683 3462.0
1918 Hauckbury 30552204 2340.0
1919 Spencerchester 7399317 1496.0
1920 Jacksonburgh 3420746 3124.0
1921 Annaliseville 39448020 2824.0
1922 Willmsfort 6977729 2158.0
1923 NewAnnaliseport 25968106 2071.0
1924 NorthRosellabury 12000688 3997.0
1925 O'Konview 13798549 430.0
1926 Margotborough 395015 2246.0
1927 LakeTristian 13567815 3574.0
1928 Othoshire 1053611 127.0
1929 Cruickshankberg 22577243 3563.0
1930 LakeVitoview 10240753 2192.0
1931 WestGarettborough 25195535 77.0
1932 WestSantos 42716778 3667.0
1933 Colbyfort 1087005 965.0
1934 Quitzonhaven 44583961 1227.0
1935 LakeSuzanneberg 12003920 2554.0
1936 Reichelshire 18213671 1888.0
1937 PortElenorberg 41319824 304.0
1938 Louisaside 7520327 2321.0
1939 EastMaurice 40625286 642.0
1940 Smithland 8650129 2583.0
1941 Stoltenbergbury 2976723 3025.0
1942 PortIsaiah 35138877 526.0
1943 NorthMyronville 1367903 1994.0
1944 LakeFelicity 49498461 2815.0
1945 LakeAlekport 23726330 -42.0
1946 PortGuadalupe 26923873 1573.0
1947 Langchester 32550620 811.0
1948 NorthKeeganton 35426502 3721.0
1949 EastLupe 20396925 2391.0
1950 WestCaroline 369759 3433.0
1951 Giatown 19906011 896.0
1952 Runolfsdottirmouth 7731443 2483.0
1953 Hermistontown 14260896 2234.0
1954 Mertzstad 35123112 1947.0
1955 LakeCarlotta 42596302 3854.0
1956 Eloychester 22359044 3571.0
1957 Langoshfort 996102 556.0
1958 Leilaniborough 31298019 2390.0
1959 EastFrancisca 24725186 2480.0
1960 Yostview 38252600 63.0
1961 NorthIvah 22507889 1752.0
1962 WestRonaldofort 33138320 2870.0
1963 Hicklechester 47977186 2304.0
1964 SouthDesireeville 34240848 850.0
1965 Carrollfort 20712409 1983.0
1966 Douglaschester 3177421 566.0
1967 Haleighmouth 38061700 2683.0
1968 NewChristelleshire 26304718 2428.0
1969 SouthLois 16564614 2785.0
1970 Sammyburgh 48103764 3861.0
1971 Donnellyburgh 27773550 1153.0
1972 Bartellberg 25962162 1734.0
1973 NewWilfredville 28700211 1090.0
1974 Americoton 47987727 3070.0
1975 WestOttilie 21911464 344.0
1976 Reynoldstown 12533556 2672.0
1977 Bernierfort 40691260 1047.0
1978 NorthHildegard 6412039 394.0
1979 Hanebury 31536145 2368.0
1980 Greenholtmouth 37121249 3619.0
1981 EastRashawnburgh 43414227 1218.0
1982 Emmetshire 48153292 2647.0
1983 WestErna 24044870 3699.0
1984 EastMonserrateburgh 17548331 1880.0
1985 SouthTrever 46357619 1765.0
1986 Jerdeborough 22778037 1267.0
1987 EastTonifort 40299746 2201.0
1988 NorthHeaven 31564987 163.0
1989 NorthFlavio 30552225 1329.0
1990 Hillsfort 2607702 1105.0
1991 Baileehaven 18582976 2817.0
1992 PortLeanne 21328644 104.0
1993 Bartolettiburgh 47810635 1079.0
1994 LakeReyes 15981196 3651.0
1995 Littelbury 31258633 388.0
1996 PortBernardomouth 30666582 2725.0
1997 PortAddie 31346719 3772.0
1998 Filomenamouth 24793427 818.0
1999 NewBayleeport 16208204 2768.0
2000 Rosannaville 41815783 2665.0
2001 Schillerberg 36479543 490.0
2002 PortJaylenhaven 390696 956.0
2003 LakeBradley 32087180 3370.0
2004 EastMeta 24657657 750.0
2005 LakeSabrina 32035675 3884.0
2006 WestVirgie 34654491 1707.0
2007 SouthTracyburgh 39370843 1992.0
2008 PortHassieburgh 31709511 803.0
2009 Lorenzaport 49608726 3743.0
2010 EastAlessandra 29341777 1642.0
2011 Lavernaside 41897261 3212.0
2012 EastJacklyn 13234190 1345.0
2013 WestLawrence 19131177 559.0
2014 Hyatthaven 34254826 173.0
2015 NorthEmilianoton 35841596 3944.0
2016 Runtefurt 46965346 1391.0
2017 Miltonburgh 31921037 1412.0
2018 Devenbury 39373601 1606.0
2019 Streichberg 49971204 3035.0
2020 Rolfsonside 13717297 2585.0
2021 LakeMozelleshire 40693242 394.0
2022 SouthCaesar 31004545 2525.0
2023 WestDaisy 9623601 1107.0
2024 SouthHavenmouth 42284305 2059.0
2025 Kingfurt 9253569 901.0
2026 Treutelton 45407371 2752.0
2027 EastEvieport 19991629 529.0
2028 Vadaton 1779455 1596.0
2029 Gleasonborough 5895877 41.0
2030 SouthMolly 36845768 2251.0
2031 WestMariettaville 5277365 945.0
2032 Auerchester 17852427 3794.0
2033 Ortizchester 11159525 2348.0
2034 Pagacton 36073355 460.0
2035 WestJeradberg 42970098 1622.0
2036 Hillardport 45514940 284.0
2037 SouthElzaview 35765579 3938.0
2038 EastEzequielview 44514184 1822.0
2039 PortMylenefort 1699969 3645.0
2040 WestRowlandbury 12727967 1482.0
2041 Noreneton 3121036 1539.0
2042 NorthCarson 40658267 3682.0
2043 WestJolieland 1266124 1431.0
2044 NewMichael 40584584 1307.0
2045 EastLaverntown 38449754 3530.0
2046 LakeHoytton 42539747 3108.0
2047 EastThaliabury 40044822 1435.0
2048 Cronafurt 25448705 2309.0
2049 Mozelltown 18576516 1942.0
2050 Juliaport 22232924 3130.0
2051 Borerchester 3676649 427.0
2052 Narcisoside 18114529 228.0
2053 Joesphton 43584106 3517.0
2054 LakeElectastad 13211435 676.0
2055 NorthMasontown 18922615 1609.0
2056 LakeStantonborough 7958001 3550.0
2057 Marionport 47628236 3307.0
2058 NewColtenmouth 40268895 3284.0
2059 Bernieton 15794030 1369.0
2060 EastFilomena 8334014 2063.0
2061 NorthCyrilchester 20923101 2820.0
2062 WestCarlie 43570424 450.0
2063 SouthLillianside 46437117 3619.0
2064 Wallacemouth 29675770 2943.0
2065 Horacefurt 49416806 438.0
2066 Bechtelarberg 1095370 466.0
2067 LakeMichelle 31385424 2704.0
2068 Marcelinoberg 18136345 400.0
2069 Marvinshire 16808620 711.0
2070 SouthSoniachester 23360623 1287.0
2071 EastFatimaville 5768322 3551.0
2072 Mayerland 37480692 3674.0
2073 PortRick 15125810 3558.0
2074 Heidenreichville 36497044 3490.0
2075 SouthHazlemouth 31800795 3928.0
2076 PortDeangeloland 20876236 250.0
2077 Eleonoreborough 49052724 3346.0
2078 Stantontown 29200497 352.0
2079 PortCarahaven 39969156 205.0
2080 NewAdan 18016333 2486.0
2081 NorthKeltonview 22197774 2261.0
2082 NewFloy 26581372 1611.0
2083 NorthClinton 9146441 1044.0
2084 Carlofurt 15523327 2854.0
2085 Alecberg 477132 469.0
2086 SouthKurtis 21969869 3822.0
2087 NorthMarcelina 37333402 3616.0
2088 Shanahanhaven 47006697 1610.0
2089 LakeNorbertfurt 24220340 1455.0
2090 Ernestinaport 21669098 3329.0
2091 McGlynnview 45769941 884.0
2092 LakeKyleigh 18150177 3017.0
2093 LakeRoxane 16036453 1571.0
2094 NewKaela 995792 3929.0
2095 Hegmannfurt 27612736 2095.0
2096 WestLavernaborough 1517011 2878.0
2097 EastBrandiview 20462113 2915.0
2098 NewJustus 38548307 1158.0
2099 LakeGardnermouth 3219398 202.0
2100 EastDelmerfort 19551339 3603.0
2101 Eastonberg 2706195 1705.0
2102 NewAnastacioburgh 12820579 1899.0
2103 Rosamouth 49623744 3296.0
2104 EastMollystad 14808138 2919.0
2105 Corineshire 11268346 364.0
2106 PortArno 5530090 898.0
2107 Adrienneborough 46165624 3014.0
2108 NorthAustinton 20304323 2205.0
2109 Wuckertburgh 7244605 1667.0
2110 Ravenland 49170646 2273.0
2111 NorthJamaalshire 1975396 1529.0
2112 Olinfurt 12511228 2914.0
2113 WestGarrick 48115733 3105.0
2114 Bernadettemouth 1713244 3716.0
2115 SouthAlexandria 37722122 3626.0
2116 NewFernandomouth 42292706 1113.0
2117 SouthBrooklyn 2579480 89.0
2118 LakeEstherburgh 35065736 832.0
2119 NewSolonfurt 9575395 2976.0
2120 PortJonberg 15864799 2466.0
2121 Marianafurt 3242175 2035.0
2122 Nashland 13354119 60.0
2123 Rosamondmouth 13740543 35.0
2124 Taylorchester 18169288 1346.0
2125 LakeVincenza 10085809 2062.0
2126 WestJoseph 3677722 2150.0
2127 Billyfort 15821208 2772.0
2128 Millstown 21292370 -85.0
2129 EastClaudia 2103105 2998.0
2130 WestDarius 7251579 31.0
2131 Framitown 45029056 3377.0
2132 PortEmelie 44389113 693.0
2133 Santaton 21421933 2908.0
2134 NewDillonview 34521487 3464.0
2135 Charlottehaven 1862722 105.0
2136 Betsyview 32635710 258.0
2137 Hansenmouth 2485013 104.0
2138 EastCleoraport 19585769 131.0
2139 NewHowardland 33346933 1198.0
2140 NewFabianton 41594223 -38.0
2141 Leliabury 3031062 410.0
2142 WestKhalid 11151878 1525.0
2143 EastAdashire 16651695 528.0
2144 PortHankmouth 38572987 2216.0
2145 LakeDaleport 37035378 2662.0
2146 Theresiaton 2740817 1934.0
2147 LakeKeeleyhaven 3563575 3939.0
2148 LakeMargret 47205980 3251.0
2149 Sisterland 3862076 2147.0
2150 Schuppefort 47672368 2930.0
2151 Dietrichchester 33104482 462.0
2152 Minervaland 16529263 949.0
2153 NewDeborah 55596 3034.0
2154 Sabrynaburgh 10225029 3418.0
2155 LakeBeulah 1502536 489.0
2156 NewLiliana 46347046 -73.0
2157 Arianebury 25901918 1648.0
2158 Kianton 4960124 1703.0
2159 Magdalenhaven 26483054 2859.0
2160 Harveyfort 13865585 3920.0
2161 SouthTanner 40158413 3518.0
2162 EastRowan 23220438 2020.0
2163 LakeClark 17363630 1941.0
2164 Ebonyview 29709174 2089.0
2165 PortDevanland 25224841 3483.0
2166 Pietrostad 21579681 3484.0
2167 Orieview 240009 960.0
2168 WestTheron 670993 2208.0
2169 Lillafort 36955903 1017.0
2170 Rosefort 47721517 651.0
2171 Croninstad 971216 2230.0
2172 Beckerland 46037545 1918.0
2173 NewCynthia 40868122 1570.0
2174 Whiteburgh 22327207 1678.0
2175 Elliottown 35932861 2139.0
2176 NorthSusiefort 4832330 2858.0
2177 Griffinland 44625725 2714.0
