Node# CityName Population Elevation
769 Sydneyville 17610122 3033.0
770 NewElenorchester 11294140 3439.0
771 Lianaview 39786933 -69.0
772 PortRainaland 16066443 277.0
773 NorthBrandonside 45576025 3626.0
774 Darrionside 22415173 3515.0
775 Rennerfort 31072829 1173.0
776 NorthSusiefort 49582628 3639.0
777 Terryview 43438928 1668.0
778 NorthBarneyland 27591989 1029.0
779 Dickiville 43404055 676.0
780 Theronfurt 2235944 2900.0
781 Boyleshire 49866029 641.0
782 PortJedediah 34691471 1797.0
783 NorthDeven 44497935 3760.0
784 SouthShyann 48841962 1090.0
785 Streichbury 45389601 1184.0
786 EastBrooks 32269598 3983.0
787 SouthCharlene 36026931 967.0
788 WestGayleborough 46048009 1008.0
789 WestArjun 24440800 2226.0
790 NorthMallorymouth 37616614 3610.0
791 Santinashire 16777485 446.0
792 Swaniawskifort 17700670 2708.0
793 NewBudfurt 9335101 3714.0
794 Batzmouth 28899311 822.0
795 Daniellabury 37607464 1926.0
796 Ivoryview 9415080 1358.0
797 Shaniyabury 8002953 272.0
798 Fredyville 19736814 1877.0
799 EastShea 41109375 2465.0
800 NorthFilibertochester 47369158 1848.0
801 EastJoshualand 23022389 2672.0
802 Weimannside 21692575 1581.0
803 SouthOletachester 40606789 3307.0
804 Waelchimouth 13332050 2659.0
805 Tessview 3078181 1526.0
806 EastLillie 20075656 953.0
807 NorthLexi 44810463 357.0
808 SouthReymundo 14245399 2883.0
809 NewGayview 29967618 872.0
810 NewMarlene 47182047 8.0
811 WestLucie 38077634 2695.0
812 Priceville 18244969 640.0
813 PortJeniferborough 14707894 590.0
814 NorthRexchester 5421906 3189.0
815 Revachester 33410590 3575.0
816 Lillianshire 26057490 1766.0
817 SouthAnnabel 19436409 390.0
818 Swiftstad 34327029 3321.0
819 Gleasontown 16336407 2880.0
820 NorthKatrine 3856122 2568.0
821 LakeJedidiahmouth 40105419 1264.0
822 Haroldfurt 38298851 2100.0
823 EastKeonbury 4296313 2097.0
824 Hudsonport 43801754 3207.0
825 Valentinashire 40498712 801.0
826 LakeOzella 7984768 2660.0
827 Connellyfort 30357454 556.0
828 PortCartertown 14210938 253.0
829 Homenickchester 10004689 3326.0
830 Barrettfort 316413 3314.0
831 Summerberg 49588320 1819.0
832 NewLarue 22263687 3105.0
833 NewLue 6089389 2605.0
834 LakeFaustinoton 12536464 1049.0
835 EastZoe 21038523 3761.0
836 WestWilson 38232925 663.0
837 EastJose 33722721 1516.0
838 Sterlingport 39543693 2159.0
839 Timmyport 25273252 953.0
840 Balistrerimouth 22133815 1270.0
841 Rennertown 16125201 1411.0
842 PortMohamedchester 35600674 3848.0
843 PortAgnes 22069759 794.0
844 Isadoreberg 35062721 -16.0
845 Deontown 6504766 -60.0
846 LakeOva 538329 412.0
847 Emmetview 17259366 487.0
848 LakeMalindaside 27477803 3155.0
849 Lacyfurt 41286209 2968.0
850 NewJanickfort 8354127 2320.0
851 WestLorineburgh 19989045 2700.0
852 Rauhaven 49279664 -81.0
853 Flohaven 24697754 105.0
854 SouthZakary 43164639 793.0
855 EastKalebstad 32489934 3567.0
856 WestValentin 10914206 3032.0
857 SouthVella 13058939 1959.0
858 SouthMariana 12072588 3784.0
859 LakeIsadoreton 16106099 137.0
860 Gulgowskimouth 40738241 3332.0
861 Jaymeview 34880931 2589.0
862 SouthDanial 778740 645.0
863 Trevaville 25756217 3452.0
864 Fadelberg 2086810 3449.0
865 Kleinshire 23060167 957.0
866 Waylonton 1129520 1769.0
867 Jonathonhaven 3765535 728.0
868 Croninhaven 46351536 3887.0
869 Cordiabury 46743063 2985.0
870 EastCarolstad 33207732 2440.0
871 Franeckibury 34977264 567.0
872 NewMozellville 35491709 2660.0
873 Kadinside 22001048 3947.0
874 Gleasonbury 19647009 830.0
875 PortAraceli 23438105 823.0
876 Gleasonview 45006182 1549.0
877 Denisfurt 43009726 2653.0
878 NorthJonberg 30086605 765.0
879 Herzogmouth 25817791 2823.0
880 NewIvah 43040094 3570.0
881 Revashire 15442274 708.0
882 PortKyleland 3755872 3283.0
883 Hansenstad 5625283 536.0
884 PortWilmerburgh 18497069 2803.0
885 Summerton 46654739 1304.0
886 SouthGardnerport 47502163 3022.0
887 Providencibury 33157880 1733.0
888 WestEmorybury 20334126 3496.0
889 EastSilasfort 16934195 3224.0
890 EastDeondreburgh 13902185 2335.0
891 NewShaun 39570268 1319.0
892 Osinskichester 14730977 3614.0
893 Elnashire 11974966 3740.0
894 PortTravisberg 14252567 1520.0
895 Connellyberg 45087115 1068.0
896 NorthAlena 5305554 2185.0
897 EastLeonor 38849077 1740.0
898 NewAbraham 28280191 3845.0
899 SouthAlfred 38207979 2597.0
900 Geovanyborough 45404876 1771.0
901 PortMacmouth 7190837 3972.0
902 SouthEverettemouth 3407818 3943.0
903 EastLera 49269410 2433.0
904 EastBernhardmouth 8305669 2568.0
905 PortBrandi 22761830 2295.0
906 NorthWalter 47547654 1068.0
907 Gleasonhaven 32929732 1478.0
908 Douglasmouth 46815111 2914.0
909 LakeTraceside 44495736 3773.0
910 WestSarina 33472192 3240.0
911 WestGeorgianna 36130267 509.0
912 Paulaside 20104308 404.0
913 WestHailee 14161123 2629.0
914 SouthElsie 28772465 2931.0
915 Yosthaven 22222764 3446.0
916 Larryburgh 46140786 2155.0
917 NorthLulaburgh 20403830 2307.0
918 Paucekbury 40697065 145.0
919 WestMasonmouth 28505156 2188.0
920 Bechtelarberg 19891828 3783.0
921 LakeCrystelton 49088323 2496.0
922 Holdenhaven 16828288 3567.0
923 Daughertybury 36360970 3870.0
924 WestWilford 49523083 750.0
925 Donnellstad 24627689 2446.0
926 Crookshaven 45871779 475.0
927 NewWilliam 27298306 1950.0
928 Chelsiechester 16172900 2262.0
929 Heidenreichburgh 21617904 1567.0
930 Maryamfurt 26741400 51.0
931 NorthLeon 24322012 3596.0
932 NewIsacview 31581891 2568.0
933 Wunschfurt 28935082 -36.0
934 Wisokyton 49676030 2340.0
935 PortHillarytown 31398049 229.0
936 Weimannland 21085076 1132.0
937 EastHollisborough 47771625 2424.0
938 EastPatrick 27860193 2579.0
939 NewVerlie 4939400 616.0
940 Oswaldostad 16259654 881.0
941 NewUlisesborough 8705772 231.0
942 Nyaborough 28470373 838.0
943 Stammland 42187796 3845.0
944 Kerlukeburgh 28275972 2868.0
945 PortNicoberg 20239976 1123.0
946 LakeLaverne 30323093 490.0
947 Abagailmouth 29057949 3132.0
948 Rogahnbury 22568892 2035.0
949 WestDesmondmouth 6626545 3374.0
950 Feilville 21873180 3209.0
951 Ryanmouth 36893496 13.0
952 Sophieland 18899326 861.0
953 WestTremaine 35853787 2591.0
954 WestHayden 41971340 3741.0
955 LakeVladimirmouth 30893207 1852.0
956 Meaganmouth 16962916 2352.0
957 EastCayla 25997319 1784.0
958 Torreystad 33681078 1242.0
959 Ivyland 10087992 1805.0
960 SouthConradtown 17306397 3383.0
961 LakeKassandraview 31441558 2675.0
962 PortKaylee 38395084 3575.0
963 Elishastad 39400363 3727.0
964 SouthFlorenciostad 18082979 861.0
965 Toniport 5226174 1468.0
966 Hagenestown 29326915 922.0
967 Stuartmouth 41383405 2681.0
968 NorthEllie 4441464 2015.0
969 NorthCaterinahaven 10039413 3536.0
970 McGlynnside 37495085 3226.0
971 Dickiland 21786751 673.0
972 Langoshview 5311802 1145.0
973 Reichelbury 43166831 3659.0
974 Letitiashire 13949828 3921.0
975 Millerport 21241639 2566.0
976 LakeStellaborough 43710964 1781.0
977 NorthHerbertmouth 10732054 2420.0
978 Greenholthaven 45472737 2819.0
979 Howardhaven 37024187 3892.0
980 Esmeraldaton 39214654 1095.0
981 Alexanneport 10938833 2649.0
982 Andrewhaven 3113945 1940.0
983 Elinorehaven 392476 3551.0
984 Kirlinstad 37755772 3092.0
985 SouthArnulfoton 6878092 978.0
986 Nikkihaven 33054867 805.0
987 EastVenahaven 12978743 2663.0
988 SouthMavismouth 27180932 328.0
989 NorthDavion 12677543 -64.0
990 WestAdrienne 1442554 523.0
991 Terrellmouth 32556950 3589.0
992 EastHubertport 44196101 26.0
993 Funkstad 11863741 3315.0
994 Roytown 29635692 2342.0
995 Zoefurt 42875715 941.0
996 PortRebaborough 1189701 401.0
997 Casimerfort 26010628 1239.0
998 Ziemetown 11995478 3763.0
999 PortEryn 17337987 1682.0
1000 SouthNedraton 28944286 3761.0
